customer_id,customer_name,recency_days,frequency,monetary,cluster,segment
910,Sneha Shah,26,6,75809.84,2,High-Value Loyal Customers
912,Neha Singh,202,4,51690.05,1,Cooling Customers
913,Amit Mehta,49,6,42321.92,2,High-Value Loyal Customers
914,Neha Gupta,116,3,37030.02,1,Cooling Customers
915,Arjun Kumar,173,8,63872.72,2,High-Value Loyal Customers
916,Sneha Sharma,107,5,27965.49,1,Cooling Customers
917,Karan Gupta,356,4,49540.64,1,Cooling Customers
918,Meera Shah,504,1,7212.59,3,Inactive Low-Value Customers
919,Priya Sharma,291,7,59417.84,2,High-Value Loyal Customers
920,Pooja Singh,184,3,14709.95,1,Cooling Customers
921,Sneha Singh,103,4,32319.85,1,Cooling Customers
922,Sneha Joshi,116,2,5469.45,3,Inactive Low-Value Customers
923,Rohan Patel,38,5,51057.9,2,High-Value Loyal Customers
924,Arjun Joshi,5,6,34170.23,0,Recent Customers
925,Karan Iyer,39,5,48338.05,2,High-Value Loyal Customers
926,Isha Singh,178,6,69735.58,2,High-Value Loyal Customers
927,Neha Singh,126,7,21109.68,2,High-Value Loyal Customers
928,Pooja Singh,22,6,32792.67,0,Recent Customers
929,Neha Shah,6,7,48596.27,0,Recent Customers
930,Pooja Shah,24,7,89658.53,2,High-Value Loyal Customers
931,Neha Mehta,73,6,41919.18,2,High-Value Loyal Customers
932,Aditya Sharma,45,4,32872.53,0,Recent Customers
933,Karan Singh,78,4,33839.06,1,Cooling Customers
934,Aditya Sharma,66,3,22155.04,1,Cooling Customers
935,Rohan Sharma,365,3,33268.08,1,Cooling Customers
936,Ananya Shah,177,3,63849.56,1,Cooling Customers
937,Rahul Shah,70,6,79013.41,2,High-Value Loyal Customers
938,Sneha Sharma,153,6,30283.56,2,High-Value Loyal Customers
939,Meera Singh,254,4,40829.63,1,Cooling Customers
940,Rahul Joshi,61,4,45726.15,2,High-Value Loyal Customers
941,Priya Shah,13,7,78132.93,0,Recent Customers
942,Meera Kumar,91,2,23621.22,1,Cooling Customers
943,Amit Kumar,12,8,89664.73,2,High-Value Loyal Customers
944,Arjun Kumar,79,5,27794.32,1,Cooling Customers
945,Pooja Kumar,326,6,79942.91,2,High-Value Loyal Customers
946,Aditya Patel,282,2,10017.91,3,Inactive Low-Value Customers
947,Amit Kumar,42,9,79037.24,2,High-Value Loyal Customers
948,Nikhil Verma,186,7,46221.29,2,High-Value Loyal Customers
949,Neha Joshi,61,7,51279.26,2,High-Value Loyal Customers
950,Nikhil Sharma,127,5,22612.54,1,Cooling Customers
951,Neha Patel,253,5,36050.14,1,Cooling Customers
952,Sneha Patel,11,6,65967.57,0,Recent Customers
953,Ananya Gupta,334,4,18210.18,1,Cooling Customers
954,Aditya Joshi,212,3,23763.29,1,Cooling Customers
955,Ananya Sharma,240,2,21834.15,1,Cooling Customers
956,Isha Shah,26,10,84417.37,2,High-Value Loyal Customers
957,Rohan Kumar,146,4,28283.31,1,Cooling Customers
958,Aditya Verma,131,7,62493.8,2,High-Value Loyal Customers
959,Aditya Mehta,112,5,43152.45,2,High-Value Loyal Customers
960,Vikram Singh,245,2,15043.67,3,Inactive Low-Value Customers
961,Aditya Patel,167,5,15254.51,1,Cooling Customers
962,Amit Kumar,143,4,19290.92,1,Cooling Customers
963,Priya Iyer,62,2,43882.42,1,Cooling Customers
964,Sneha Shah,54,4,51630.64,2,High-Value Loyal Customers
965,Amit Gupta,332,4,25788.63,1,Cooling Customers
966,Neha Gupta,712,1,426.92,3,Inactive Low-Value Customers
967,Pooja Kumar,112,5,46550.07,2,High-Value Loyal Customers
968,Sneha Patel,1,5,84381.24,0,Recent Customers
969,Aditya Joshi,141,5,24113.85,1,Cooling Customers
970,Vikram Singh,17,6,52413.04,0,Recent Customers
971,Meera Shah,321,5,46007.74,1,Cooling Customers
972,Priya Mehta,228,3,24880.8,1,Cooling Customers
973,Karan Mehta,227,3,32745.85,1,Cooling Customers
974,Karan Sharma,86,3,18655.4,1,Cooling Customers
975,Amit Gupta,80,3,37156.16,1,Cooling Customers
976,Rohan Mehta,202,3,23895.6,1,Cooling Customers
977,Karan Shah,729,1,10468.5,3,Inactive Low-Value Customers
978,Isha Kumar,21,4,25957.54,0,Recent Customers
979,Neha Mehta,106,5,68883.28,2,High-Value Loyal Customers
980,Rohan Gupta,75,5,70216.65,2,High-Value Loyal Customers
981,Pooja Verma,99,9,66185.15,2,High-Value Loyal Customers
982,Vikram Mehta,4,6,109501.44,0,Recent Customers
983,Karan Mehta,6,4,25450.84,0,Recent Customers
984,Amit Verma,129,3,12294.34,1,Cooling Customers
985,Rahul Shah,9,3,21979.79,0,Recent Customers
986,Priya Shah,379,3,10781.46,3,Inactive Low-Value Customers
987,Pooja Kumar,165,3,20534.97,1,Cooling Customers
988,Rahul Shah,112,8,97611.48,2,High-Value Loyal Customers
989,Sneha Patel,42,3,23903.64,1,Cooling Customers
990,Karan Iyer,130,4,23931.86,1,Cooling Customers
991,Isha Sharma,232,5,54856.8,2,High-Value Loyal Customers
992,Meera Sharma,28,6,37691.34,0,Recent Customers
993,Arjun Shah,56,2,19223.46,1,Cooling Customers
994,Priya Mehta,486,2,22766.84,1,Cooling Customers
995,Isha Singh,436,2,23849.77,1,Cooling Customers
996,Karan Sharma,190,5,47323.93,2,High-Value Loyal Customers
997,Amit Sharma,90,8,56789.71,2,High-Value Loyal Customers
998,Priya Gupta,196,8,100820.34,2,High-Value Loyal Customers
999,Isha Shah,144,4,19568.16,1,Cooling Customers
1000,Rohan Joshi,54,4,30271.75,1,Cooling Customers
